_time,sensor_temp,sensor_pressure,sensor_vibration,sensor_flow,sensor_voltage
2025-11-04 15:44:44.546010,79.96714153011233,100.49103072839529,0.603059458799058,60.95902384686356,227.80920356439097
2025-11-04 15:45:44.546010,73.61735698828815,99.67945885561699,0.384464523295496,49.13387909897219,219.52885844014398
2025-11-04 15:46:44.546010,81.47688538100692,104.75895378009768,0.5575437190224147,41.33530466981599,213.35232200981955
2025-11-04 15:47:44.546010,90.23029856408026,107.6641557071311,0.4380761541838632,61.135686515484636,213.05680933727243
2025-11-04 15:48:44.546010,72.65846625276664,103.43423472067309,0.4672597193629047,49.09458547127282,218.28674609343034
2025-11-04 15:49:44.546010,72.6586304305082,105.05771875585232,0.5047604266866917,45.73769904140608,212.09740114299436
2025-11-04 15:50:44.546010,90.79212815507391,98.91297883846792,0.4880508948273441,57.10600797502885,222.9357403405344
2025-11-04 15:51:44.546010,82.67434729152909,100.62702403069568,0.33238943585070646,54.380863638902014,220.99086248500333
2025-11-04 15:52:44.546010,70.30525614065049,107.4286603679982,0.6381812021163317,50.98523584090324,220.2475960146673
2025-11-04 15:53:44.546010,80.42560043585965,102.63355730129115,0.6134409218758897,45.24121729555845,216.90318649204607
2025-11-04 15:54:44.546010,70.36582307187538,98.78985062118592,0.485368350687387,47.94888311177463,215.2755119005198
2025-11-04 15:55:44.546010,70.34270246429743,238.94489875150435,0.5934398626729084,53.809365228696024,215.3365262991068
2025-11-04 15:56:44.546010,77.41962271566034,105.18575645152275,0.46023048386620247,47.29359549083378,220.8841813878585
2025-11-04 15:57:44.546010,55.86719755342202,105.63113505162075,0.4017802556255516,48.02893756364751,221.01859192509957
2025-11-04 15:58:44.546010,57.75082167486967,95.78934429190113,0.5054413014200575,43.59894167663891,218.2490693424964
2025-11-04 15:59:44.546010,69.37712470759027,101.81295637523435,0.38310971415152795,56.513426115572955,213.18921534321302
2025-11-04 16:00:44.546010,64.87168879665576,99.96078578723345,0.5609050623483323,45.77217730722167,223.73732270096758
2025-11-04 16:01:44.546010,78.14247332595274,99.67232075948147,0.42974372505602576,53.91329459381741,217.51020490259432
2025-11-04 16:02:44.546010,65.91975924478788,106.65153975215358,0.33999691207670213,50.226689350737296,220.62604977310227
2025-11-04 16:03:44.546010,60.87696298664709,98.81230930053037,0.13727923041615225,45.544652387757466,221.9119441154536
2025-11-04 16:04:44.546010,89.65648768921554,97.12211448362439,0.48729436811354077,65.0920135221728,220.62426337190863
2025-11-04 16:05:44.546010,72.74223699513465,95.92504347815743,0.5320702489739148,51.00897612645363,218.00351093319443
2025-11-04 16:06:44.546010,75.67528204687923,99.12726534397177,0.6337736378143325,40.575711197940414,223.59986531186192
2025-11-04 16:07:44.546010,60.75251813786544,96.32376865610922,0.3264989435749406,65.77095662251284,223.17995715467202
2025-11-04 16:08:44.546010,69.55617275474818,95.67609118730473,0.6009198813042604,59.22224934509428,221.21173568228818
2025-11-04 16:09:44.546010,76.10922589709867,95.55014937166453,0.4512840810825152,46.13049229172551,219.12701580364458
2025-11-04 16:10:44.546010,63.490064225776976,95.847286479466,0.4938356745261907,50.721423031956355,223.7245271434274
2025-11-04 16:11:44.546010,78.75698018345672,96.1958380549133,0.5005779577741475,56.80753949588018,216.5025049262292
2025-11-04 16:12:44.546010,68.99361310081196,101.9952636082927,0.49895983594641935,54.14704915500949,221.74341159869184
2025-11-04 16:13:44.546010,72.08306250206724,90.20008738696431,0.29669983384148246,57.698954871381744,222.0889522492478
2025-11-04 16:14:44.546010,68.98293387770603,96.49123376008238,0.5715841007321317,50.947027968350774,224.58664433584454
2025-11-04 16:15:44.546010,93.52278184508938,99.49935046320884,0.5834520758949563,46.739375853363214,222.56021813196256
2025-11-04 16:16:44.546010,74.86502775262066,105.7431231008907,0.5956677313624416,51.05828953739497,218.4114269049048
2025-11-04 16:17:44.546010,64.422890710441,98.77036480461709,0.5487476120346354,41.49376399493514,225.86419585704385
2025-11-04 16:18:44.546010,83.22544912103189,99.23338316058663,0.4792879192618572,47.9887504714572,224.22867642867297
2025-11-04 16:19:44.546010,62.791563500289776,99.5602664801094,0.3531985485137367,50.39383631474361,213.87990130280468
2025-11-04 16:20:44.546010,77.08863595004756,90.88156173111136,0.5448534994441265,53.22497081912044,222.62102706540074
2025-11-04 16:21:44.546010,55.403298761202244,103.29546550462466,0.503854095348481,63.79660300881481,221.62386857763545
2025-11-04 16:22:44.546010,61.71813951101569,103.08710785105687,0.4997549216880151,42.14846624249279,225.55354394655984
2025-11-04 16:23:44.546010,76.96861235869123,104.07248079643337,0.5440655477958509,62.6752730461633,225.34068415224758
2025-11-04 16:24:44.546010,82.3846657999541,112.52924026514145,0.4954888000547891,53.4991357755316,220.51536222224146
2025-11-04 16:25:44.546010,76.7136828118997,93.50739198506395,0.45559818027009275,30.97969893609688,216.39029982223062
